case_id,timestamp,operation_end_time,lifecycle:transition,lifecycle:state,event_id,identifier:id,process_model_id,case,activity,requested_service_url,org:resource,planned_operation_time,parameters,case:concept:name,SubProcessID,current_task,response_status_code,complete_service_time,human_workstation_green_button_pressed,unsatisfied_condition_description
WF_101_0,2021-06-23T15:36:20.368742,2021-06-23T15:36:25.243696,scheduled,assigned,9,a_67,WF_101,WF_101_0,/wt/pick_up_and_transport,http://136.199.130.208:5000/wt/pick_up_and_transport?resource=wt_1&start=ov_1_pos&end=mm_1_initial_pos&business_key=WF_101,wt_1,0 days 00:00:22,,WF_101_0,,,,,,
WF_101_0,2021-06-23T15:36:25.344000,2021-06-23T15:36:51.640000,start,inProgress,9,a_67,WF_101,WF_101_0,/wt/pick_up_and_transport,http://136.199.130.208:5000/wt/pick_up_and_transport?resource=wt_1&start=ov_1_pos&end=mm_1_initial_pos&business_key=WF_101,wt_1,0 days 00:00:22,,WF_101_0,8febb390-19ce-4d63-a018-d9617a8bb1b7,picking up and transporting the workpiece from the oven to the milling_machine,,,,
WF_101_0,2021-06-23T15:36:55.494000,2021-06-23T15:36:55.494000,complete,success,9,a_67,WF_101,WF_101_0,/wt/pick_up_and_transport,http://136.199.130.208:5000/wt/pick_up_and_transport?resource=wt_1&start=ov_1_pos&end=mm_1_initial_pos&business_key=WF_101,wt_1,0 days 00:00:22,,WF_101_0,,,200,00:35.1,,
WF_101_0,2021-06-23T15:36:55.507771,2021-06-23T15:36:59.585584,scheduled,assigned,12,a_86,WF_101,WF_101_0,/mm/mill,http://136.199.130.208:5000/mm/mill?resource=mm_1&start=mm_1_initial_pos&end=mm_1_initial_pos&business_key=WF_101,mm_1,0 days 00:00:05,,WF_101_0,,,,,,
WF_101_0,2021-06-23T15:36:59.608000,2021-06-23T15:37:04.890000,start,inProgress,12,a_86,WF_101,WF_101_0,/mm/mill,http://136.199.130.208:5000/mm/mill?resource=mm_1&start=mm_1_initial_pos&end=mm_1_initial_pos&business_key=WF_101,mm_1,0 days 00:00:05,,WF_101_0,167db95e-ae8b-4ae8-ac11-055401e11894,"transporting the workpiece from the initial to the mill, milling it and transporting it to the initial afterwards",,,,
WF_101_0,2021-06-23T15:37:05.820000,2021-06-23T15:37:05.820000,complete,success,12,a_86,WF_101,WF_101_0,/mm/mill,http://136.199.130.208:5000/mm/mill?resource=mm_1&start=mm_1_initial_pos&end=mm_1_initial_pos&business_key=WF_101,mm_1,0 days 00:00:05,,WF_101_0,,,200,00:10.3,,
WF_101_0,2021-06-23T15:37:05.870357,2021-06-23T15:37:10.152114,scheduled,assigned,14,a_93,WF_101,WF_101_0,/mm/deburr,http://136.199.130.208:5000/mm/deburr?resource=mm_1&start=mm_1_initial_pos&end=sm_1_lb_1_pos&business_key=WF_101,mm_1,0 days 00:00:14,,WF_101_0,,,,,,
WF_101_0,2021-06-23T15:37:10.171000,2021-06-23T15:37:24.655000,start,inProgress,14,a_93,WF_101,WF_101_0,/mm/deburr,http://136.199.130.208:5000/mm/deburr?resource=mm_1&start=mm_1_initial_pos&end=sm_1_lb_1_pos&business_key=WF_101,mm_1,0 days 00:00:14,,WF_101_0,180236cc-290d-4c7b-ae7c-95ca561e95fe,"transporting the workpiece from the initial to the mill, deburring it and transporting it to the ejection afterwards",,,,
WF_101_0,2021-06-23T15:37:25.636000,2021-06-23T15:37:25.636000,complete,success,14,a_93,WF_101,WF_101_0,/mm/deburr,http://136.199.130.208:5000/mm/deburr?resource=mm_1&start=mm_1_initial_pos&end=sm_1_lb_1_pos&business_key=WF_101,mm_1,0 days 00:00:14,,WF_101_0,,,200,00:19.8,,
WF_101_0,2021-06-23T15:37:25.656991,2021-06-23T15:37:28.579014,scheduled,assigned,15,a_98,WF_101,WF_101_0,/sm/sort,http://136.199.130.208:5000/sm/sort?resource=sm_1&start=sm_1_lb_1_pos&use_nfc=false&end=sm_1_automatic_pos&business_key=WF_101,sm_1,0 days 00:00:12,,WF_101_0,,,,,,
WF_101_0,2021-06-23T15:37:28.624000,2021-06-23T15:37:38.706000,start,inProgress,15,a_98,WF_101,WF_101_0,/sm/sort,http://136.199.130.208:5000/sm/sort?resource=sm_1&start=sm_1_lb_1_pos&use_nfc=false&end=sm_1_automatic_pos&business_key=WF_101,sm_1,0 days 00:00:12,,WF_101_0,16d2bd16-3be9-4daa-a4ad-edb7f5818fcb,sorting the workpiece which is located at initial without using the nfc reader into the predefined ejection location none,,,,
WF_101_0,2021-06-23T15:37:39.782000,2021-06-23T15:37:39.782000,complete,success,15,a_98,WF_101,WF_101_0,/sm/sort,http://136.199.130.208:5000/sm/sort?resource=sm_1&start=sm_1_lb_1_pos&use_nfc=false&end=sm_1_automatic_pos&business_key=WF_101,sm_1,0 days 00:00:12,,WF_101_0,,,200,00:14.1,,
WF_101_0,2021-06-23T15:37:39.803145,2021-06-23T15:37:41.350040,scheduled,assigned,19,a_107,WF_101,WF_101_0,/vgr/pick_up_and_transport,http://136.199.130.208:5000/vgr/pick_up_and_transport?resource=vgr_1&start=sm_1_sink_2_pos&end=hw_1_pos&business_key=WF_101,vgr_1,0 days 00:00:39,,WF_101_0,,,,,,
WF_101_0,2021-06-23T15:37:41.420000,2021-06-23T15:38:19.967000,start,inProgress,19,a_107,WF_101,WF_101_0,/vgr/pick_up_and_transport,http://136.199.130.208:5000/vgr/pick_up_and_transport?resource=vgr_1&start=sm_1_sink_2_pos&end=hw_1_pos&business_key=WF_101,vgr_1,0 days 00:00:39,,WF_101_0,3166d857-c06e-4881-b71b-42d36bf6a33f,picking up and transporting the workpiece from the sink_2 to the human_workstation,,,,
WF_101_0,2021-06-23T15:38:21.475000,2021-06-23T15:38:21.475000,complete,success,19,a_107,WF_101,WF_101_0,/vgr/pick_up_and_transport,http://136.199.130.208:5000/vgr/pick_up_and_transport?resource=vgr_1&start=sm_1_sink_2_pos&end=hw_1_pos&business_key=WF_101,vgr_1,0 days 00:00:39,,WF_101_0,,,200,00:41.7,,
WF_101_0,2021-06-23T15:38:21.528650,2021-06-23T15:38:24.653621,scheduled,assigned,21,a_128,WF_101,WF_101_0,/hw/human_review,http://136.199.130.208:5000/hw/human_review?resource=hw_1&business_key=WF_101,hw_1,0 days 00:01:42,,WF_101_0,,,,,1,
WF_101_0,2021-06-23T15:38:24.689000,2021-06-23T15:38:25.344000,start,inProgress,21,a_128,WF_101,WF_101_0,/hw/human_review,http://136.199.130.208:5000/hw/human_review?resource=hw_1&business_key=WF_101,hw_1,0 days 00:01:42,,WF_101_0,a8d0fcdd-46c6-44f8-8b19-cecd803d356f,,,,1,
WF_101_0,2021-06-23T15:38:27.638000,2021-06-23T15:38:27.638000,complete,success,21,a_128,WF_101,WF_101_0,/hw/human_review,http://136.199.130.208:5000/hw/human_review?resource=hw_1&business_key=WF_101,hw_1,0 days 00:01:42,,WF_101_0,,,200,00:06.1,1,
WF_101_0,2021-06-23T15:38:27.665325,2021-06-23T15:38:33.665364,scheduled,assigned,26,a_138,WF_101,WF_101_0,/hbw/get_empty_bucket,http://136.199.130.208:5000/hbw/get_empty_bucket?resource=hbw_1&slot=hbw_1_automatic_pos&use_nfc=true&business_key=WF_101,hbw_1,0 days 00:00:46,,WF_101_0,,,,,,
WF_101_0,2021-06-23T15:38:33.811000,2021-06-23T15:39:22.529000,start,inProgress,26,a_138,WF_101,WF_101_0,/hbw/get_empty_bucket,http://136.199.130.208:5000/hbw/get_empty_bucket?resource=hbw_1&slot=hbw_1_automatic_pos&use_nfc=true&business_key=WF_101,hbw_1,0 days 00:00:46,,WF_101_0,b179f074-238d-4666-b50f-9a8959d0a48e,unloading a empty bucket from slot 0,,,,
WF_101_0,2021-06-23T15:39:25.056000,2021-06-23T15:39:25.056000,complete,success,26,a_138,WF_101,WF_101_0,/hbw/get_empty_bucket,http://136.199.130.208:5000/hbw/get_empty_bucket?resource=hbw_1&slot=hbw_1_automatic_pos&use_nfc=true&business_key=WF_101,hbw_1,0 days 00:00:46,,WF_101_0,,,200,00:57.4,,
WF_101_0,2021-06-23T15:38:27.664453,2021-06-23T15:39:12.148930,scheduled,assigned,27,a_207,WF_101,WF_101_0,/vgr/pick_up_and_transport,http://136.199.130.208:5000/vgr/pick_up_and_transport?resource=vgr_1&start=hw_1_pos&end=hbw_1_waiting_platform_pos&business_key=WF_101,vgr_1,0 days 00:00:24,,WF_101_0,,,,,,
WF_101_0,2021-06-23T15:39:12.232000,2021-06-23T15:39:34.295000,start,inProgress,27,a_207,WF_101,WF_101_0,/vgr/pick_up_and_transport,http://136.199.130.208:5000/vgr/pick_up_and_transport?resource=vgr_1&start=hw_1_pos&end=hbw_1_waiting_platform_pos&business_key=WF_101,vgr_1,0 days 00:00:24,,WF_101_0,70541c6c-5bd2-4ffe-9bc1-3491f8ab43d0,picking up and transporting the workpiece from the human_workstation to the waiting_platform,,,,
WF_101_0,2021-06-23T15:39:34.367048,2021-06-23T15:39:35.977000,complete,success,27,a_207,WF_101,WF_101_0,/vgr/pick_up_and_transport,http://136.199.130.208:5000/vgr/pick_up_and_transport?resource=vgr_1&start=hw_1_pos&end=hbw_1_waiting_platform_pos&business_key=WF_101,vgr_1,0 days 00:00:24,,WF_101_0,,,200,01:08.3,,
WF_101_0,2021-06-23T15:39:35.988084,2021-06-23T15:39:47.753668,scheduled,assigned,30,a_233,WF_101,WF_101_0,/vgr/pick_up_and_transport,http://136.199.130.208:5000/vgr/pick_up_and_transport?resource=vgr_1&start=hbw_1_waiting_platform_pos&end=hbw_1_pos&business_key=WF_101,vgr_1,0 days 00:00:15,,WF_101_0,,,,,,
WF_101_0,2021-06-23T15:39:47.874000,2021-06-23T15:40:07.451000,start,inProgress,30,a_233,WF_101,WF_101_0,/vgr/pick_up_and_transport,http://136.199.130.208:5000/vgr/pick_up_and_transport?resource=vgr_1&start=hbw_1_waiting_platform_pos&end=hbw_1_pos&business_key=WF_101,vgr_1,0 days 00:00:15,,WF_101_0,56ddf674-c704-4981-a081-d9173bb459e1,picking up and transporting the workpiece from the waiting_platform to the high_bay_warehouse,,,,
WF_101_0,2021-06-23T15:40:09.160000,2021-06-23T15:40:09.160000,complete,success,30,a_233,WF_101,WF_101_0,/vgr/pick_up_and_transport,http://136.199.130.208:5000/vgr/pick_up_and_transport?resource=vgr_1&start=hbw_1_waiting_platform_pos&end=hbw_1_pos&business_key=WF_101,vgr_1,0 days 00:00:15,,WF_101_0,,,200,00:33.2,,
WF_101_0,2021-06-23T15:40:09.182590,2021-06-23T15:40:14.448299,scheduled,assigned,33,a_296,WF_101,WF_101_0,/hbw/store,http://136.199.130.208:5000/hbw/store?resource=hbw_1&slot=hbw_1_automatic_pos&use_nfc=true&business_key=WF_101,hbw_1,0 days 00:00:46,,WF_101_0,,,,,,
WF_101_0,2021-06-23T15:40:15.280000,2021-06-23T15:40:53.077000,start,inProgress,33,a_296,WF_101,WF_101_0,/hbw/store,http://136.199.130.208:5000/hbw/store?resource=hbw_1&slot=hbw_1_automatic_pos&use_nfc=true&business_key=WF_101,hbw_1,0 days 00:00:46,,WF_101_0,dc5fef31-159a-4304-ad2d-70de3cd0d63b,storing a new full bucket in slot 0,,,,
WF_101_0,2021-06-23T15:40:54.417000,2021-06-23T15:40:54.417000,complete,success,33,a_296,WF_101,WF_101_0,/hbw/store,http://136.199.130.208:5000/hbw/store?resource=hbw_1&slot=hbw_1_automatic_pos&use_nfc=true&business_key=WF_101,hbw_1,0 days 00:00:46,,WF_101_0,,,200,00:45.2,,
WF_102_0,2021-06-23T15:32:23.044017,2021-06-23T15:34:52.543854,scheduled,assigned,5,a_29,WF_102,WF_102_0,/hbw/unload,http://136.199.130.208:5000/hbw/unload?resource=hbw_2&slot=hbw_2_automatic_pos&use_nfc=true&business_key=WF_102,hbw_2,0 days 00:00:52,,WF_102_0,,,,,,
WF_102_0,2021-06-23T15:34:52.545000,2021-06-23T15:35:31.139000,start,inProgress,5,a_29,WF_102,WF_102_0,/hbw/unload,http://136.199.130.208:5000/hbw/unload?resource=hbw_2&slot=hbw_2_automatic_pos&use_nfc=true&business_key=WF_102,hbw_2,0 days 00:00:52,,WF_102_0,fa18eb8d-4864-470c-9b63-e8528f33ed8a,unloading a empty bucket from slot 1,,,,
WF_102_0,2021-06-23T15:35:32.450000,2021-06-23T15:35:32.450000,complete,success,5,a_29,WF_102,WF_102_0,/hbw/unload,http://136.199.130.208:5000/hbw/unload?resource=hbw_2&slot=hbw_2_automatic_pos&use_nfc=true&business_key=WF_102,hbw_2,0 days 00:00:52,,WF_102_0,,,200,03:09.4,,
WF_102_0,2021-06-23T15:35:32.463892,2021-06-23T15:35:35.151323,scheduled,assigned,6,a_49,WF_102,WF_102_0,/vgr/pick_up_and_transport,http://136.199.130.208:5000/vgr/pick_up_and_transport?resource=vgr_2&start=hbw_2_pos&end=ov_2_pos&business_key=WF_102,vgr_2,0 days 00:00:32,,WF_102_0,,,,,,
WF_102_0,2021-06-23T15:35:35.327000,2021-06-23T15:36:11.421000,start,inProgress,6,a_49,WF_102,WF_102_0,/vgr/pick_up_and_transport,http://136.199.130.208:5000/vgr/pick_up_and_transport?resource=vgr_2&start=hbw_2_pos&end=ov_2_pos&business_key=WF_102,vgr_2,0 days 00:00:32,,WF_102_0,28ade7b1-de43-4bd8-a829-2e34f5cb063f,picking up and transporting the workpiece from the high_bay_warehouse to the oven,,,,
WF_102_0,2021-06-23T15:36:11.610631,2021-06-23T15:36:15.667000,complete,success,6,a_49,WF_102,WF_102_0,/vgr/pick_up_and_transport,http://136.199.130.208:5000/vgr/pick_up_and_transport?resource=vgr_2&start=hbw_2_pos&end=ov_2_pos&business_key=WF_102,vgr_2,0 days 00:00:32,,WF_102_0,,,200,00:43.2,,
WF_102_0,2021-06-23T15:36:15.696379,2021-06-23T15:36:20.352595,scheduled,assigned,8,a_60,WF_102,WF_102_0,/ov/burn,http://136.199.130.208:5000/ov/burn?resource=ov_2&size=middle&thickness=thin&business_key=WF_102,ov_2,0 days 00:03:42,,WF_102_0,,,,,,
WF_102_0,2021-06-23T15:36:20.405000,2021-06-23T15:36:46.983000,start,inProgress,8,a_60,WF_102,WF_102_0,/ov/burn,http://136.199.130.208:5000/ov/burn?resource=ov_2&size=middle&thickness=thin&business_key=WF_102,ov_2,0 days 00:03:42,,WF_102_0,1ab1350e-cba4-42ea-8efd-a0b01e88380e,burning the workpiece of size middle and thickness thinfor 15 seconds,,,,
WF_102_0,2021-06-23T15:36:47.884000,2021-06-23T15:36:47.884000,complete,success,8,a_60,WF_102,WF_102_0,/ov/burn,http://136.199.130.208:5000/ov/burn?resource=ov_2&size=middle&thickness=thin&business_key=WF_102,ov_2,0 days 00:03:42,,WF_102_0,,,200,00:32.2,,
WF_102_0,2021-06-23T15:36:15.730900,2021-06-23T15:36:18.981379,scheduled,assigned,10,a_55,WF_102,WF_102_0,/hbw/store_empty_bucket,http://136.199.130.208:5000/hbw/store_empty_bucket?resource=hbw_2&slot=hbw_2_automatic_pos&use_nfc=true&business_key=WF_102,hbw_2,0 days 00:00:47,,WF_102_0,,,,,,
WF_102_0,2021-06-23T15:36:19.890000,2021-06-23T15:36:56.405000,start,inProgress,10,a_55,WF_102,WF_102_0,/hbw/store_empty_bucket,http://136.199.130.208:5000/hbw/store_empty_bucket?resource=hbw_2&slot=hbw_2_automatic_pos&use_nfc=true&business_key=WF_102,hbw_2,0 days 00:00:47,,WF_102_0,0fd169e4-8664-4057-90dc-80cf7c690def,storing a new empty bucket in slot 1,,,,
WF_102_0,2021-06-23T15:36:58.059000,2021-06-23T15:36:58.059000,complete,success,10,a_55,WF_102,WF_102_0,/hbw/store_empty_bucket,http://136.199.130.208:5000/hbw/store_empty_bucket?resource=hbw_2&slot=hbw_2_automatic_pos&use_nfc=true&business_key=WF_102,hbw_2,0 days 00:00:47,,WF_102_0,,,200,00:42.3,,
WF_102_0,2021-06-23T15:36:47.913635,2021-06-23T15:36:51.944405,scheduled,assigned,13,a_76,WF_102,WF_102_0,/wt/pick_up_and_transport,http://136.199.130.208:5000/wt/pick_up_and_transport?resource=wt_2&start=ov_2_pos&end=mm_2_initial_pos&business_key=WF_102,wt_2,0 days 00:00:27,,WF_102_0,,,,,,
WF_102_0,2021-06-23T15:36:51.968000,2021-06-23T15:37:22.031000,start,inProgress,13,a_76,WF_102,WF_102_0,/wt/pick_up_and_transport,http://136.199.130.208:5000/wt/pick_up_and_transport?resource=wt_2&start=ov_2_pos&end=mm_2_initial_pos&business_key=WF_102,wt_2,0 days 00:00:27,,WF_102_0,7316381c-127f-43cb-956b-ca72e60bc6ab,picking up and transporting the workpiece from the oven to the milling_machine,,,,
WF_102_0,2021-06-23T15:37:25.241000,2021-06-23T15:37:25.241000,complete,success,13,a_76,WF_102,WF_102_0,/wt/pick_up_and_transport,http://136.199.130.208:5000/wt/pick_up_and_transport?resource=wt_2&start=ov_2_pos&end=mm_2_initial_pos&business_key=WF_102,wt_2,0 days 00:00:27,,WF_102_0,,,200,00:37.3,,
WF_102_0,2021-06-23T15:37:25.276781,2021-06-23T15:37:29.745978,scheduled,assigned,17,a_102,WF_102,WF_102_0,/mm/drill,http://136.199.130.208:5000/mm/drill?resource=mm_2&start=mm_2_initial_pos&end=sm_2_lb_1_pos&quantity=6&size=30&business_key=WF_102,mm_2,0 days 00:00:22,,WF_102_0,,,,,,
WF_102_0,2021-06-23T15:37:29.764000,2021-06-23T15:37:45.295000,start,inProgress,17,a_102,WF_102,WF_102_0,/mm/drill,http://136.199.130.208:5000/mm/drill?resource=mm_2&start=mm_2_initial_pos&end=sm_2_lb_1_pos&quantity=6&size=30&business_key=WF_102,mm_2,0 days 00:00:22,,WF_102_0,570d0814-988a-4856-bc82-249db6050f5e,"transporting the workpiece from the initial to the mill or drill, drilling 6 holes in size 30 and transporting it to the ejection afterwards",,,,
WF_102_0,2021-06-23T15:37:48.558000,2021-06-23T15:37:48.558000,complete,success,17,a_102,WF_102,WF_102_0,/mm/drill,http://136.199.130.208:5000/mm/drill?resource=mm_2&start=mm_2_initial_pos&end=sm_2_lb_1_pos&quantity=6&size=30&business_key=WF_102,mm_2,0 days 00:00:22,,WF_102_0,,,200,00:23.3,,
WF_102_0,2021-06-23T15:37:48.572118,2021-06-23T15:37:50.697106,scheduled,assigned,18,a_120,WF_102,WF_102_0,/sm/transport,http://136.199.130.208:5000/sm/transport?resource=sm_2&start=sm_2_lb_1_pos&end=sm_2_corner_pos&business_key=WF_102,sm_2,0 days 00:00:15,,WF_102_0,,,,,,
WF_102_0,2021-06-23T15:37:50.889000,2021-06-23T15:38:05.592000,start,inProgress,18,a_120,WF_102,WF_102_0,/sm/transport,http://136.199.130.208:5000/sm/transport?resource=sm_2&start=sm_2_lb_1_pos&end=sm_2_corner_pos&business_key=WF_102,sm_2,0 days 00:00:15,,WF_102_0,722f5091-ed89-45a3-89c7-4962901b6c14,transporting the workpiece to the corner,,,,
WF_102_0,2021-06-23T15:38:06.869000,2021-06-23T15:38:06.869000,complete,success,18,a_120,WF_102,WF_102_0,/sm/transport,http://136.199.130.208:5000/sm/transport?resource=sm_2&start=sm_2_lb_1_pos&end=sm_2_corner_pos&business_key=WF_102,sm_2,0 days 00:00:15,,WF_102_0,,,200,00:18.3,,
WF_102_0,2021-06-23T15:38:06.886878,2021-06-23T15:38:09.230608,scheduled,assigned,20,a_124,WF_102,WF_102_0,/dm/lower,http://136.199.130.208:5000/dm/lower?resource=dm_2&start=sm_2_corner_pos&end=dm_2_sink_pos&business_key=WF_102,dm_2,0 days 00:00:14,,WF_102_0,,,,,,
WF_102_0,2021-06-23T15:38:09.405000,2021-06-23T15:38:23.295000,start,inProgress,20,a_124,WF_102,WF_102_0,/dm/lower,http://136.199.130.208:5000/dm/lower?resource=dm_2&start=sm_2_corner_pos&end=dm_2_sink_pos&business_key=WF_102,dm_2,0 days 00:00:14,,WF_102_0,ad6c9c0b-f3ba-45e7-b887-b96bf0260887,"transporting the workpiece from the corner to the drill, lowering it and transporting it to the dm_2_sink afterwards",,,,
WF_102_0,2021-06-23T15:38:25.840000,2021-06-23T15:38:25.840000,complete,success,20,a_124,WF_102,WF_102_0,/dm/lower,http://136.199.130.208:5000/dm/lower?resource=dm_2&start=sm_2_corner_pos&end=dm_2_sink_pos&business_key=WF_102,dm_2,0 days 00:00:14,,WF_102_0,,,200,00:19.0,,
WF_102_0,2021-06-23T15:39:41.558500,2021-06-23T15:40:14.355088,scheduled,assigned,34,a_293,WF_102,WF_102_0,/vgr/pick_up_and_transport,http://136.199.130.208:5000/vgr/pick_up_and_transport?resource=vgr_1&start=dm_2_sink_pos&end=hw_1_pos&business_key=WF_102,vgr_1,0 days 00:00:42,,WF_102_0,,,,,,
